Bacteria;Proteobacteria;Gammaproteobacteria;(Gammaproteobacteria);(Gammaproteobacteria);(Gammaproteobacteria);(Gammaproteobacteria),730 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Ebriacea;Ebria,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;Moritella sp. PE36,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Perspicuibacter;(Perspicuibacter),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;[Caedibacter] taeniospiralis group;Caedibacter taeniospiralis,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Chlorosarcina brevispinosa;(Chlorosarcina brevispinosa);(Chlorosarcina brevispinosa),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Prymnesium parvum;(Prymnesium parvum);(Prymnesium parvum),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;uncultured bacterium;(uncultured bacterium),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured;metagenome,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;(Morganellaceae);(Morganellaceae),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Blastocladiomycota,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;uncultured;Chrysophyceae sp.,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;uncultured bacterium GRIST22;(uncultured bacterium GRIST22),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;uncultured Bacteroidetes bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecalis,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;uncultured marine microorganism,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea;uncultured marine microorganism,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Pelagicoccus;(Pelagicoccus),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulina;Chrysochromulina sp. CCMP291;(Chrysochromulina sp. CCMP291),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ascidiaceihabitans;uncultured organism,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;SAR86 clade;SAR86 cluster bacterium SAR86E;(SAR86 cluster bacterium SAR86E);(SAR86 cluster bacterium SAR86E),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Geminigera cryophila;(Geminigera cryophila);(Geminigera cryophila),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium;Photobacterium profundum,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Silene conica;(Silene conica),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;uncultured;uncultured eukaryote,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Nitzschia sp. NIES-3576;(Nitzschia sp. NIES-3576),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;uncultured marine bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;OCS116 clade;uncultured bacterium;(uncultured bacterium),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Arenicella;uncultured gamma proteobacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;Methylobacterium sp. Leaf361,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter sp. IGCAR-9/07,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;biphenyl-degrading bacterium BP-PH,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;SAR92 clade;Alteromonadaceae bacterium NB0015,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;(Sphingomonadaceae);(Sphingomonadaceae),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio genomosp. F10 str. 9ZD137,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Dokdonia;uncultured Bacteroidetes bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;uncultured;uncultured gamma proteobacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio sp. F51a-1a,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Paraglaciecola;(Paraglaciecola),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;metagenome,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Marinimicrobia (SAR406 clade);metagenome;(metagenome);(metagenome);(metagenome);(metagenome),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;uncultured bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Piscirickettsiales;Piscirickettsiaceae;Candidatus Endoecteinascidia;(Candidatus Endoecteinascidia),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;Colwellia sp. FI 7-6,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria;Collosphaera,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Halocynthiibacter;(Halocynthiibacter),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;(Winogradskyella),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Syndiniales Group II;uncultured marine Syndiniales,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Marinimicrobium;uncultured gamma proteobacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;uncultured;marine metagenome,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas sp. 710P1,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;MAST-2;uncultured marine picoeukaryote;(uncultured marine picoeukaryote);(uncultured marine picoeukaryote),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;Nisaeaceae;OM75 clade;(OM75 clade),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas phenolica,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;uncultured bacterium ARCTIC26_B_07,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter;Polaribacter sp. ALD11,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;uncultured Sphingobacterium sp. EB080_L08E11,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Reinekea;Reinekea marina,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Rhizaria;Cercozoa;(Cercozoa);(Cercozoa);(Cercozoa),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;Gammaproteobacteria bacterium P1_50_4AA3,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Cosenzaea;Cosenzaea myxofaciens,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;OM43 clade;Methylophilales bacterium MBRSF5,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix;Crocinitomix sp. 0182,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pestis 2944,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella;uncultured marine bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera;Oceanisphaera arctica,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;uncultured marine crenarchaeote 'Gulf of Maine',2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;Porticoccus;uncultured bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;uncultured marine group II euryarchaeote;(uncultured marine group II euryarchaeote);(uncultured marine group II euryarchaeote),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Duboscquella;(Duboscquella),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;Porticoccus;uncultured marine bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;marine metagenome;(marine metagenome),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;uncultured marine bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;(Blastopirellula),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;Haptophyta;Prymnesiophyceae;Prymnesiales;uncultured;uncultured eukaryote;(uncultured eukaryote),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas;uncultured gamma proteobacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Flammeovirgaceae;Flammeovirga;Flammeovirga kamogawensis,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Patescibacteria;ABY1;Candidatus Falkowbacteria;(Candidatus Falkowbacteria);(Candidatus Falkowbacteria);(Candidatus Falkowbacteria),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Sphagnum capillifolium;(Sphagnum capillifolium),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Zhongshania;Zhongshania aliphaticivorans,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;uncultured bacterium ARCTIC37_F_06,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Peronosporomycetes;Phytophthora;(Phytophthora);(Phytophthora),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Olleya;(Olleya),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Luminiphilus;(Luminiphilus),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;(Simkaniaceae);(Simkaniaceae),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;uncultured bacterium;(uncultured bacterium),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;marine metagenome;(marine metagenome);(marine metagenome),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Salinicola;Halomonas sp. QTR-38,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Bacteroidetes VC2.1 Bac22;uncultured bacterium;(uncultured bacterium);(uncultured bacterium),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;uncultured bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Formosa;uncultured Bacteroidetes bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio casei,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ochrobactrum;Ochrobactrum pseudintermedium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas sp. 2005,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Spumella,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Jahnella;Jahnella thaxteri,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Bathycoccus prasinos;(Bathycoccus prasinos);(Bathycoccus prasinos),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;marine metagenome;(marine metagenome),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Marinimicrobium;uncultured bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;uncultured bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella benthica KT99,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Formosa;Formosa sp. Sl14,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS4 marine group;uncultured marine bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;uncultured bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Nitrosopumilus sp. Nsub,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Pycnococcus provasolii;(Pycnococcus provasolii);(Pycnococcus provasolii),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;(Coxiella),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella amazonensis SB2B,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aestuariibacter;uncultured bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured;uncultured Sphingobacteriales bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;unidentified,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas;Marinomonas sp. AB337d,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;Haptophyta;Prymnesiophyceae;Coccolithales;Pleurochrysis;Pleurochrysis dentata;(Pleurochrysis dentata),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Ostreococcus,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;OM182 clade;marine gamma proteobacterium HTCC2151;(marine gamma proteobacterium HTCC2151);(marine gamma proteobacterium HTCC2151),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;marine metagenome;(marine metagenome);(marine metagenome),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Aureococcus,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio;Cellvibrio japonicus Ueda107,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio tapetis,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Ulvibacter;uncultured marine bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;(Syndiniales);(Syndiniales),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Bicosoecida;uncultured;uncultured eukaryote;(uncultured eukaryote),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;SAR86 clade;uncultured SAR86 cluster bacterium;(uncultured SAR86 cluster bacterium);(uncultured SAR86 cluster bacterium),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;uncultured;uncultured marine bacterium;(uncultured marine bacterium),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;uncultured gamma proteobacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;(uncultured);(uncultured),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;uncultured eukaryote;(uncultured eukaryote),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;uncultured;uncultured bacterium SA35,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;uncultured Cryomorphaceae bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3C;uncultured stramenopile;(uncultured stramenopile),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;uncultured marine group II euryarchaeote KM3-72-G3;(uncultured marine group II euryarchaeote KM3-72-G3);(uncultured marine group II euryarchaeote KM3-72-G3),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;uncultured;Arcobacter sp. B4b1,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina;actinobacterium SCGC AAA015-M09,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;(Desulfobacteraceae);(Desulfobacteraceae),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;Incertae Sedis;Telonema;uncultured eukaryote;(uncultured eukaryote);(uncultured eukaryote);(uncultured eukaryote),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Pontibacterium;bacterium enrichment culture clone 32(2013),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella sp. 109,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;uncultured;uncultured Aestuariibacter sp.,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Aliivibrio;(Aliivibrio),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;uncultured;Spumella sp.,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;OM43 clade;uncultured beta proteobacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;uncultured bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter baumannii BIDMC 57,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio aestuarianus,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;uncultured bacterium,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Nitrosopumilus sp. DDS1,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Paraglaciecola;Paraglaciecola aestuariivivens,2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
Bacteria;PAUC34f;uncultured bacterium;(uncultured bacterium);(uncultured bacterium);(uncultured bacterium);(uncultured bacterium),2 RG-B1_S25.phyloFlash.NTUfull_abundance.csv
