Bacteria;Proteobacteria;Gammaproteobacteria;(Gammaproteobacteria);(Gammaproteobacteria);(Gammaproteobacteria);(Gammaproteobacteria),559 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;uncultured Bacteroidetes bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Asterionellopsis glacialis;(Asterionellopsis glacialis);(Asterionellopsis glacialis),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;uncultured bacterium;(uncultured bacterium);(uncultured bacterium),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Prasinophytae;(Prasinophytae);(Prasinophytae),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Heterosigma akashiwo;(Heterosigma akashiwo);(Heterosigma akashiwo),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Arthracanthida;(Arthracanthida),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Dasania;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade 2;uncultured eukaryote;(uncultured eukaryote),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured;uncultured organism,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Marinobacterium;Marinobacterium maritimum,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Nephroselmis pyriformis;(Nephroselmis pyriformis);(Nephroselmis pyriformis),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Hoppeia;Mangrovimonas sp. ST2L15,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thioglobaceae;SUP05 cluster;uncultured SUP05 cluster bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Blattabacterium;Blattabacterium cuenoti STAT,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas tetraodonis,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Sulfurovaceae;Sulfurovum;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;environmental clone OCS54;(environmental clone OCS54);(environmental clone OCS54),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina;Fragilariales,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Rhizaria;Cercozoa;uncultured;uncultured eukaryote;(uncultured eukaryote),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;Flavobacteriales bacterium ALC-1,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;(UBA10353 marine group);(UBA10353 marine group);(UBA10353 marine group),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Nitrosopumilus sp. DDS1,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella sediminis HAW-EB3,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;OCS116 clade;marine metagenome;(marine metagenome),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oceanospirillum;Oceanospirillum nioense,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Syndiniales Group I;uncultured eukaryote,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Phaeoplaca,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Labyrinthulaceae;Labyrinthula;Labyrinthula sp.,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;uncultured;Alteromonadaceae bacterium Bs12,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AEGEAN-169 marine group;uncultured bacterium;(uncultured bacterium),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;JTB23;(JTB23);(JTB23);(JTB23),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella oxytoca,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;MAST-12;uncultured stramenopile;(uncultured stramenopile);(uncultured stramenopile),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus;Oleiphilus sp. HI0043,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Glaciecola;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas;Marinomonas ushuaiensis,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella frigidimarina NCIMB 400,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Octadecabacter;(Octadecabacter),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Bathycoccus prasinos;(Bathycoccus prasinos);(Bathycoccus prasinos),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;metagenome;(metagenome);(metagenome),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;Flexibacter aurantiacus subsp. copepodarum,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;uncultured prymnesiophyte C8704;(uncultured prymnesiophyte C8704);(uncultured prymnesiophyte C8704),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio cholerae HE39,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter;uncultured Flavobacteriales bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;uncultured organism,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Marine Methylotrophic Group 2;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus;Verrucomicrobia bacterium SCGC AAA164-L15,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter;Polaribacter sp. ALD11,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas elyakovii,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured bacterium;(uncultured bacterium),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Glaciecola;uncultured Sulfitobacter sp.,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;uncultured Bacteroidetes bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;uncultured bacterium HF0010_31F02,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;(Kinetoplastea);(Kinetoplastea),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Cymbomonas tetramitiformis;(Cymbomonas tetramitiformis),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;(uncultured);(uncultured);(uncultured),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;BD1-7 clade;uncultured organism,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;environmental clone OCS162;(environmental clone OCS162);(environmental clone OCS162),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;uncultured;gamma proteobacterium endosymbiont of Lamellibrachia satsuma,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;uncultured Pseudoalteromonas sp.,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Desulfitobacteriaceae;Desulfosporosinus;uncultured Desulfosporosinus sp.,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas citrea,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus;uncultured gamma proteobacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;uncultured Alphaproteobacteria bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Phaeocystis antarctica;(Phaeocystis antarctica);(Phaeocystis antarctica),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera;Oceanisphaera profunda,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea;uncultured gamma proteobacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured;Tenacibaculum todarodis,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Nitrosopumilus sp. Nsub,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas sp. KBO-3,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas tunicata D2,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;Leuconostoc mesenteroides,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Agaribacter;Idiomarina sp. 5.13,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Oceaniserpentilla;uncultured Oleispira sp.,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;uncultured bacterium;(uncultured bacterium);(uncultured bacterium),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;Nisaeaceae;OM75 clade;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas porphyrae,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;(Bacillus),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas;Marinomonas posidonica IVIA-Po-181,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccus,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;(Rickettsiales);(Rickettsiales);(Rickettsiales),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;Methylophaga;Saccharina japonica,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aestuariicoccus;Rhodobacterales bacterium CB1049,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Marinobacterium;Marinobacterium sp. AK27,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium HF0770_37D02;(uncultured bacterium HF0770_37D02),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Ulkenia;Ulkenia profunda,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Sphagnum capillifolium;(Sphagnum capillifolium),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3C;uncultured stramenopile;(uncultured stramenopile),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Cycloclasticaceae;Cycloclasticus;Cycloclasticus pugetii,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Teredinibacter;gamma proteobacterium NB0011,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Alveolata;Dinoflagellata;Incertae Sedis;marine metagenome;(marine metagenome),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;uncultured Flavobacteriia bacterium;(uncultured Flavobacteriia bacterium),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Sulfurovaceae;Sulfurovum;uncultured Epsilonproteobacteria bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;SAR92 clade;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Verrucomicrobiota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;MSBL3;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea;Thalassotalea sp. HMF2303,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Marinobacterium;Marinobacterium aestuarii,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Spumella sp. AR4D6,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;marine metagenome,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Spongiimonas;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp. NRRL F-6674,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas sp. COT-290 OH860,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas sp. JL1130,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Dependentiae;Babeliae;Babeliales;Vermiphilaceae;uncultured bacterium;(uncultured bacterium),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;Balneola;(Balneola),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Synechococcus CC9902;(Synechococcus CC9902),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;uncultured bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;uncultured Bacteroidetes bacterium;(uncultured Bacteroidetes bacterium),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter;(Amylibacter),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Paraglaciecola;Pseudoalteromonas atlantica T6c,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;SAR86 clade;uncultured gamma proteobacterium MB11E02;(uncultured gamma proteobacterium MB11E02);(uncultured gamma proteobacterium MB11E02),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Candidatus Neoehrlichia;Candidatus Neoehrlichia mikurensis,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas;Marinomonas atlantica,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Ochrophyta;(Ochrophyta);(Ochrophyta);(Ochrophyta),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;unidentified marine eubacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593;uncultured bacterium;(uncultured bacterium),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;marine metagenome;(marine metagenome),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptunomonas;Neptunomonas naphthovorans,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;uncultured bacterium;(uncultured bacterium),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Ochrophyta;Bolidomonas;(Bolidomonas);(Bolidomonas),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;(Thecofilosea);(Thecofilosea),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;endosymbionts;endosymbiont of Lissorhoptrus oryzophilus,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria;(Candidatus Kaiserbacteria);(Candidatus Kaiserbacteria);(Candidatus Kaiserbacteria),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;MBAE14;uncultured bacterium;(uncultured bacterium);(uncultured bacterium),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Actinobacteriota;Actinobacteria;(Actinobacteria);(Actinobacteria);(Actinobacteria);(Actinobacteria),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Halocynthiibacter;(Halocynthiibacter),2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;uncultured Alphaproteobacteria bacterium,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella;metagenome,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;uncultured bacterium zdt-39a1,2 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Syndiniales Group II;uncultured marine alveolate,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera;(Oceanisphaera),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;Candidatus Thiodiazotropha;Loripes lacteus gill symbiont,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Pasteuria;uncultured bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter;uncultured bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Deinococcota;Deinococci;Deinococcales;Trueperaceae;Truepera;uncultured bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
